,subject,nll,bic,model,alpha,gamma,eta,lam,phi,beta
16,16,118.66715172035455,269.83090585393563,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-gaze-dependent_inh-gaze-dependent,0.6371451618838525,0.5594102321187193,1.0,0.0,0.0,3.961820748726516
