,subject,nll,bic,model,alpha,gamma,eta,lam,phi,beta
1,1,146.99536199566347,326.48732640455347,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-gaze-dependent_inh-gaze-dependent,0.42499225091841974,1.0,1.0,0.6966301842589713,0.26225301370480125,0.42549438751963725
