,subject,nll,bic,model,alpha,gamma,lam,phi,beta
27,27,161.61697033132418,350.31444267367044,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-free_inh-gaze-dependent,0.23251392230904752,1.0,0.2901061730770661,0.8641461124994575,3.9671202840560578
