,subject,nll,bic,model,alpha,gamma,lam,phi,beta
3,3,150.0644643433152,327.20943069765246,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-free_inh-gaze-dependent,0.27485889260130947,0.29147586453928037,0.5841629169335476,0.5665940811723468,10.0
