,subject,nll,bic,model,alpha,gamma,lam,phi,beta
16,16,135.6505285589306,298.3815591288833,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-free_inh-gaze-dependent,0.658969115983898,0.5949264533656384,0.19977192262647075,0.6494771250687135,3.668875566957049
