,subject,nll,bic,model,alpha,gamma,theta,lam,phi,beta
0,0,100.20966660411474,232.91593562145601,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-free_inh-free,0.440806463347785,0.5633027547743555,0.512096650400092,0.12322151522756616,0.42374374976043416,3.0558925272735498
