,subject,nll,bic,model,alpha,gamma,theta,lam,phi,beta
42,42,88.84674992974887,210.19010227272426,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-free_inh-free,0.4864741004126286,0.4567146087787357,0.693921053045583,0.36571470512087456,0.3376098521225531,4.145384530115937
