,subject,nll,bic,model,w_p,theta,lam,phi,wd,beta
14,14,139.93973994127282,312.37608229577216,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.5495418485844235,0.6168191577335711,0.6051424990719975,1.5853354059648115e-06,1.1413829337703914,4.694627048780318
