,subject,nll,bic,model,w_p,theta,lam,phi,wd,beta
42,42,107.59121751425064,247.67903744172781,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.4813942244116553,0.2393603262011491,0.6152211177592704,9.521445832438857e-06,26.306509895477042,3.37553761408828
