,subject,nll,bic,model,w_p,theta,lam,phi,wd,beta
8,8,121.00054171084975,274.497685834926,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.903783611944684,0.8243922683051695,0.5996825208116182,5.8195536820632056e-05,22.09336832778456,9.553246470210107
