,subject,nll,bic,model,w_p,theta,lam,phi,wd,beta
7,7,124.53337305688541,281.56334852699734,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.49765325111744524,0.7593788682072811,0.8396631288868571,3.1119329490691486e-06,1.7068707972782717,4.353171143554076
