,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat,p>0
mean,-0.06,0.013,-0.087,-0.036,0.001,0.0,502.0,468.0,540.0,725.0,1.01,
sd,0.06,0.018,0.03,0.096,0.001,0.001,475.0,464.0,509.0,1058.0,1.0,
nu_minus_one,7.937,16.308,0.001,35.396,0.699,0.494,545.0,545.0,517.0,800.0,1.0,
difference,-0.06,0.013,-0.087,-0.036,0.001,0.0,502.0,468.0,540.0,725.0,1.01,0.0
d,-1.048,0.296,-1.655,-0.53,0.009,0.006,1120.0,1120.0,1071.0,1042.0,1.0,0.0
