,subject,nll,bic,model,w_p,eta,theta,lam,phi,beta
2,2,93.50687411212665,219.51035063747983,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-free_inh-gaze-dependent,0.9143024112289078,1.0,0.8723583124454165,0.8321326704429827,0.03461446579080608,10.0
