,subject,nll,bic,model,w_p,eta,theta,lam,phi,beta
15,15,140.7343224065645,313.96524722635553,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-free_inh-gaze-dependent,0.8194214686026275,1.0,0.6198601430358148,0.7149500225823601,0.0,10.0
