,subject,nll,bic,model,w_p,eta,theta,lam,phi,beta
33,33,155.41465181333672,343.32590603989996,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-gaze-dependent_inh-gaze-dependent,0.6536760542191798,1.0,0.6993515870279872,0.8015359792949579,0.0,5.02962355583046
