,subject,nll,bic,model,w_p,eta,theta,lam,phi,beta
23,23,114.62284406261392,261.74229053845437,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-gaze-dependent_inh-gaze-dependent,0.3273588927452015,1.0,0.38939260571596634,0.8697061759104553,0.0,3.084519261832143
