,subject,nll,bic,model,w_p,theta,phi,wd,beta
12,12,152.4872062888487,332.0549145887195,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.7914314565375354,0.7116365684446293,1.1037022530357987e-06,49.42039627789557,3.5292452588173244
