,subject,nll,bic,model,w_p,theta,phi,wd,beta
37,37,247.18708995133713,521.4546819136964,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.7139396248076174,0.9965643570992728,0.13794760452522237,4.328885535354367,0.0
