,subject,nll,bic,model,w_p,theta,phi,wd,beta
42,42,1519.7060463761277,3066.4925947632773,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.4934822974164761,0.9834447928921863,0.2988945625259214,2.717220586416037,0.6282301128067465
