,subject,nll,bic,model,w_p,theta,phi,wd,beta
10,10,243.00081007110964,513.0821221532414,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.45744107641536597,0.923718172944222,0.0013447767601168991,26.31747463230723,0.0007410743005282127
