,subject,nll,bic,model,w_p,theta,phi,wd,beta
16,16,925.6390493836853,1878.3586007783929,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.5847526998662277,0.9869343474662874,0.7390080162639664,17.894956589923034,4.601529499953828
