,subject,nll,bic,model,w_p,theta,phi,wd,beta
26,26,232.23648319998313,491.55346841098833,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.7891803896943442,0.9639177755583908,0.9466626229000703,6.365364098181903,8.881784197001252e-16
