,subject,nll,bic,model,w_p,theta,phi,wd,beta
18,18,136.0404316905599,299.1613653921419,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.6820440597208948,0.8302188022291749,4.84882974376719e-06,34.25043599291275,3.5757858889024083
