,subject,nll,bic,model,w_p,theta,phi,wd,beta
0,0,202.0925554158482,431.2656128427185,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.565257111573483,0.00462519741347822,2.1516072206087215e-05,15.233303296214258,0.5520740174595727
