,subject,nll,bic,model,w_p,theta,phi,wd,beta
22,22,186.21810254116764,399.51670709335735,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.8215521035674868,0.5425697816270948,4.311965189049088e-05,36.705586227396786,1.9941759760141249
