,subject,nll,bic,model,alpha,gamma,theta,phi,beta
32,32,178.17789758224075,383.43629717550357,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-free,1.0892497703363697,1.0,0.9010032732937225,0.0,0.03619437538379228
