,subject,nll,bic,model,alpha,gamma,theta,phi,beta
27,27,139.11511339419388,305.31072879940984,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-free,0.24914827578256427,1.0,0.712713239971265,0.0,1.1436679995033852
