,subject,nll,bic,model,alpha,gamma,theta,phi,beta
3,3,142.94040770510026,312.9613174212226,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-free,0.2574059250187677,0.27,0.7311167302624852,0.0,5.459543853114717
