,subject,nll,bic,model,alpha,gamma,theta,phi,beta
23,23,133.35435660222376,293.7892152154696,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-free,1.1638303238175975,1.0,0.5143764053186132,0.0,0.0465533005317392
