,subject,nll,bic,model,alpha,gamma,theta,phi,beta
12,12,151.5749518863903,330.23040578380267,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-free,0.27578420228082945,1.0,0.6912805762228118,0.0,0.7582887863183083
