,subject,nll,bic,model,w_p,eta,theta,lam,beta
34,34,163.99930232059273,355.07910665220754,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-gaze-dependent_inh-none,0.6203811213669792,1.0,1.0,0.9408646716571407,1.5167132177974063
