,subject,nll,bic,model,w_p,eta,theta,lam,beta
9,9,66.13044789440082,159.34139779982374,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-gaze-dependent_inh-none,0.829599100620548,1.0,0.8589433076558611,0.9529682872464802,6.76828898532909
