,subject,nll,bic,model,w_p,eta,theta,lam,beta
26,26,67.93988481916614,162.96027164935438,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-gaze-dependent_inh-none,0.5111078605954655,0.0,0.0,0.07732751472681867,9.726619736212385
