,subject,nll,bic,model,w_p,eta,theta,lam,beta
14,14,155.38574268036058,337.85198737174323,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-gaze-dependent_inh-none,0.5461995638133778,1.0,1.0,0.6888204391196361,1.8966962625771955
