,subject,nll,bic,model,w_p,eta,theta,lam,beta
3,3,131.10001258655905,289.28052718414017,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-gaze-dependent_inh-none,0.6080750669533986,1.0,1.0,0.6044200774266503,2.992284000474278
