,subject,nll,bic,model,alpha,gamma,eta,phi,beta
42,42,233.37162318914,493.82374838930207,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-gaze-dependent,0.5586456026964907,0.531144572450473,1.0,0.0,0.06608912362865525
