,subject,nll,bic,model,alpha,gamma,eta,phi,beta
4,4,211.0299082022105,449.14031841544306,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-gaze-dependent,0.42175179215505104,1.0,1.0,0.1601979444075318,0.02860840838107993
