,subject,nll,bic,model,alpha,gamma,eta,phi,beta
7,7,176.373407469703,379.8273169504281,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-gaze-dependent,0.7755689387086792,0.7081602925607974,1.0,0.0,0.07817693316336478
