,subject,nll,bic,model,alpha,gamma,eta,phi,beta
31,31,86.04282603452174,199.16615408006558,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-gaze-dependent,0.054364267353125335,1.0,1.0,0.00043928055272814435,0.7620775982196502
