,subject,nll,bic,model,alpha,gamma,eta,phi,beta
41,41,234.97820045551546,497.036902922053,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-gaze-dependent,0.6871132863707315,1.0,1.0,0.0,0.024206725975723885
