,subject,nll,bic,model,w_p,lam,phi,beta
37,37,209.4514549382663,440.5673114853503,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-free_inh-free,0.640835772142921,0.38214302176471027,0.28891675585889953,7.784459547850856
