,subject,nll,bic,model,w_p,lam,phi,beta
13,13,202.99209072314636,427.6485830551104,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-free_inh-free,0.5657392485900552,0.3818886004778127,0.5206933562147901,3.8152368358892237
