,subject,nll,bic,model,w_p,lam,phi,beta
41,41,230.09615401663916,481.856709642096,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-free_inh-free,0.5633845061564837,7.768857046884407e-08,0.0,9.417879890929393
