,subject,nll,bic,model,alpha,gamma,lam,phi,wd,w_p,beta
41,41,210.04789413258158,458.00849108059407,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-free_inh-distance-dependent,0.6974372793244578,1.0,0.27112208965245527,0.009965243811559003,46.33259684277253,0.06075753380045236,0.3217553203992784
