,subject,nll,bic,model,alpha,gamma,lam,phi,wd,w_p,beta
20,20,110.37900379214372,258.67071039971836,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-free_inh-distance-dependent,0.2430692099326733,1.0,0.47600855446243856,8.184278312646795e-05,44.28153453462112,0.07337025448241193,9.632864182835297
