,subject,nll,bic,model,alpha,gamma,lam,phi,wd,w_p,beta
6,6,247.18708995133713,532.2868827181052,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-free_inh-distance-dependent,0.8188992917459105,0.9769683142916635,0.42805567778539955,0.9343367969519379,19.200667741269115,0.6522263151211718,0.0
