,subject,nll,bic,model,alpha,gamma,lam,phi,wd,w_p,beta
4,4,192.59892070080727,423.11054421704546,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-free_inh-distance-dependent,0.40417546622507206,1.0,0.006295265320916377,0.00043614495761911364,18.887115728922396,0.9552422988540451,1.789934444482301
