,subject,nll,bic,model,w_p,theta,lam,phi,beta
7,7,124.49398689283728,276.06847579669665,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-free_inh-free,0.49906143871397396,0.7185331230354446,0.8244326285724797,0.08346762134903048,7.006478293775216
