,subject,nll,bic,model,w_p,theta,lam,phi,beta
23,23,114.6581523430259,256.3968066970739,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-free_inh-free,0.3422712539052947,0.37962449839819706,0.7220830593322997,0.19249608084665265,4.834701492072448
