,subject,nll,bic,model,alpha,gamma,theta,lam,beta
7,7,108.3225897331537,243.72568147732952,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-gaze-dependent_inh-none,0.7073635717609229,0.6478442044129831,0.7753942697815494,0.8554960325284316,0.522700133619593
