,subject,nll,bic,model,alpha,gamma,theta,lam,beta
19,19,131.45123198367335,289.9829659783688,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-gaze-dependent_inh-none,0.5315593524734128,0.5434144578044794,0.5360711987282524,0.8054685827270409,0.746249136048894
