,subject,nll,bic,model,alpha,gamma,theta,lam,beta
31,31,23.500157590147047,74.0808171913162,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-gaze-dependent_inh-none,0.020368617572210233,1.0,0.8347167162759683,0.3926791669725908,10.0
