,subject,nll,bic,model,alpha,gamma,theta,lam,beta
34,34,134.40837772433417,295.8972574596904,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-gaze-dependent_inh-none,0.57901958468567,0.852106183139882,0.7170037001608788,0.7451432092500782,0.5522645742037238
