,subject,nll,bic,model,alpha,gamma,theta,lam,beta
33,33,133.90713192903786,294.8947658690978,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-gaze-dependent_inh-none,0.47548025660677584,0.5920324243422878,0.7716197159040742,0.8282759372486316,1.2761647080899468
