,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,beta
41,41,141.72738820953447,321.36747923449985,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-free_inh-free,0.8417281134505228,0.9433322730480407,0.39621667369723956,0.12199085401700299,0.6014486837857744,0.14368276134013036,0.5493823979177843
