,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,beta
16,16,78.24800140982107,194.4087056350731,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-free_inh-free,0.6501746375713741,0.5962932681615202,0.8313995527243444,0.855028875050098,0.16735271111265276,0.29094947912091346,5.180114735894425
