,subject,nll,bic,model,alpha,gamma,lam,phi,beta
17,17,124.55626708735025,276.1930361857226,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-gaze-dependent,0.38203068231925524,0.5631062819547742,0.7830960608399055,0.12069781797452268,1.8686373067749702
