,subject,nll,bic,model,alpha,gamma,lam,phi,beta
7,7,105.39486508394853,237.87023217891917,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-gaze-dependent,0.6944068377916895,0.6304145417398161,0.8812551101118228,0.04034686020364659,0.833209230335088
