,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat,p>0
mean,-0.064,0.013,-0.088,-0.039,0.001,0.0,561.0,530.0,601.0,876.0,1.01,
sd,0.06,0.017,0.031,0.094,0.001,0.001,500.0,489.0,536.0,891.0,1.01,
nu_minus_one,5.92,12.216,0.011,26.97,0.502,0.355,592.0,592.0,526.0,595.0,1.01,
difference,-0.064,0.013,-0.088,-0.039,0.001,0.0,561.0,530.0,601.0,876.0,1.01,0.0
d,-1.135,0.307,-1.781,-0.598,0.009,0.007,1046.0,1046.0,1029.0,1144.0,1.0,0.0
