,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat,p>0
Intercept,0.24,0.029,0.177,0.294,0.001,0.001,630.0,613.0,639.0,761.0,1.0,1.0
x,0.504,0.054,0.394,0.609,0.002,0.002,635.0,635.0,645.0,808.0,1.0,1.0
sd,0.047,0.006,0.037,0.058,0.0,0.0,690.0,690.0,603.0,335.0,1.01,1.0
