,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat,p>0
mean,-0.03,0.013,-0.053,-0.003,0.0,0.0,970.0,969.0,967.0,1204.0,1.0,
sd,0.07,0.013,0.045,0.096,0.0,0.0,702.0,702.0,698.0,909.0,1.0,
nu_minus_one,13.727,18.661,0.291,48.642,0.571,0.404,1068.0,1068.0,683.0,1075.0,1.0,
difference,-0.03,0.013,-0.053,-0.003,0.0,0.0,970.0,969.0,967.0,1204.0,1.0,0.0125
d,-0.449,0.226,-0.897,-0.024,0.009,0.006,704.0,668.0,720.0,1006.0,1.0,0.0125
