,subject,nll,bic,model,w_p,eta,phi,beta
18,18,154.55458651086298,330.77357463054364,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-free,0.679378959547246,1.0,0.0,3.0965173091781066
