,subject,nll,bic,model,w_p,eta,phi,beta
12,12,185.20458008322902,392.0735617752757,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-free,0.7794714248672059,1.0,0.0,2.603340693780775
