,subject,nll,bic,model,w_p,eta,phi,beta
39,39,182.3980079349596,386.4604174787369,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-free,0.39357380354412946,0.6363914223216882,0.0,3.3369623287580157
